turns,speaker_role,utterance,theme_label,gemma_pred,mistral_pred,utterance_id
t-2/52,Customer,"Hi, my name is Sarah Smart and I'm calling to get the acc...",check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_bdcf1d05_100029_2134613-1
t-32/52,Customer,"Could you check my savings account balance too, please?",check account balance,Check Account Balance,Check Account Balance,Banking_bdcf1d05_100029_2134613-31
t-36/52,Customer,"Wow, that's quite a bit lower than I expected. Wonder can...",get transaction history/details | inquire about past transactions,Dispute Transaction,Financial Transactions and Bank Services,Banking_bdcf1d05_100029_2134613-35
t-2/30,Customer,"Hi, Marie. I'm hoping you can help me get some info on wh...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_0b9e8f91_100405_1992040-1
t-46/54,Customer,Yeah. I actually had one. so I have an auto loan and I se...,apply for or get info about loan | inquire about loan,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_63aaf8b4_100101_5240731-45
t-2/61,Customer,"Yeah, my name is Bill Jones and I wanna make a wire trans...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_e7857395_100306_378816-1
t-3/61,Customer,I received a notice about a rate increase but I was told ...,report notice,Dispute Transaction,Financial Transactions and Bank Services,Banking_e7857395_100306_378816-2
t-17/81,Customer,OK. I moved and I don't know what address you have me und...,update customer address,Update Personal Information,Personal Information Update,Banking_3909baf6_100426_1788448-16
t-35/81,Customer,And I need the nearest branches you have. I need the near...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_3909baf6_100426_1788448-34
t-64/81,Agent,is there anything else? Do you need to know your account ...,check account balance,Check Account Balance,Check Account Balance,Banking_3909baf6_100426_1788448-63
t-4/67,Customer,I'm doing great. I've been outside enjoying this weather ...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Account Inquiries & Disputes,Banking_699faca1_100225_834073-3
t-53/67,Customer,yes. I just wanted the account balance. For the checking ...,check account balance,Check Account Balance,Check Account Balance,Banking_699faca1_100225_834073-52
t-3/96,Customer,"Yes, I need to check the balance on my savings account an...",check account balance,Check Account Balance,Check Account Balance,Banking_e1f6c84c_100025_4173367-2
t-36/96,Agent,"Well, I can tell you. Let's go back and look at the at th...",get transaction history/details | inquire about past transactions,Dispute Transaction,Check Account Balance,Banking_e1f6c84c_100025_4173367-35
t-39/96,Customer,That makes perfect sense cuz I was also gonna update my p...,update customer address,Update Personal Information,Personal Information Update,Banking_e1f6c84c_100025_4173367-38
t-74/96,Customer,Yes. Could I please transfer some money from my savings t...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_e1f6c84c_100025_4173367-73
t-2/55,Customer,Yes. I'd like to have a transaction looked at. I think it...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_49656c5a_100224_1951334-1
t-30/55,Customer,"yes. Actually, like I think I'd like to transfer the rest...",make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_49656c5a_100224_1951334-29
t-12/124,Customer,I I want to do a wire transfer.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_f26b8b63_100301_4812696-11
t-2/56,Customer,my name is Liam Payton. P A Y T O N and I see a funny loo...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_12b60f1b_100493_2464642-1
t-32/56,Customer,"yeah, I would and I also need to find an ATM around close...",find atm,Find ATM Location,Find ATM Location,Banking_12b60f1b_100493_2464642-31
t-1/36,Customer,Hi. My name is Emma Green. I called a few minutes ago. I ...,check account balance,Dispute Transaction,Account Inquiries & Disputes,Banking_daf71b2b_100008_2082285-0
t-2/81,Customer,"Oh! Yes. Hi, my name is Beach. do you guys have any banki...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_5653ebb4_100421_237872-1
t-6/32,Customer,"Yeah, I don't know. We got disconnected or something. Hey...",find atm,Find ATM Location,Find ATM Location,Banking_08a7dfde_100483_5387459-5
t-2/63,Customer,Oh yes! Good afternoon darling. I was calling to see if y...,update personal info,Update Personal Information,Account Inquiries & Disputes,Banking_dddd0393_100265_5565355-1
t-4/55,Customer,Oh I need to check the available balance in my account.,check account balance,Check Account Balance,Check Account Balance,Banking_bbf89261_100336_5544050-3
t-18/55,Customer,yeah. I need to transfer some money to my grandmother.,make external wire transfer,Money Transfer/Account Access,Wire Transfer Requests,Banking_bbf89261_100336_5544050-17
t-2/23,Customer,"Hi, I was trying to figure out how to create an account o...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_31c3ca7d_100016_1651294-1
t-4/23,Customer,"Well, actually, the reason I called is to check the balan...",check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_31c3ca7d_100016_1651294-3
t-4/55,Customer,I'd like to update my address I believe when I opened the...,update customer address,Update Personal Information,Personal Information Update,Banking_b40693e3_100275_4834688-3
t-22/55,Customer,the I have another problem I noticed a transaction that I...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_b40693e3_100275_4834688-21
t-39/55,Agent,OK. Give me a moment here. in order to create a dispute a...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_b40693e3_100275_4834688-38
t-40/55,Customer,And what do I do? Do you send me another new card? Or how...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_b40693e3_100275_4834688-39
t-49/55,Customer,the I I think I'm OK. I Could you I I I assume it's self ...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_b40693e3_100275_4834688-48
t-4/46,Customer,I have some weird charges on there I never made. Not good.,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_690558b8_100219_1992040-3
t-2/37,Customer,Hi this is Bren Johnson I have a a checking account with ...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_dd3d2030_100198_5238546-1
t-2/76,Customer,there's. I have money taken of my account that I didn't t...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_b28d668a_100239_4276108-1
t-55/76,Agent,OK. So what we can do is we can transfer money over to an...,make internal transfer,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_b28d668a_100239_4276108-54
t-69/76,Customer,OK great and can you just tell me now what the balance is...,check account balance,Check Account Balance,Check Account Balance,Banking_b28d668a_100239_4276108-68
t-41/87,Customer,I need it transferred to my new checking account.,make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_fe985673_100118_5564251A2-40
t-2/42,Customer,Hello. I got this notice in the mail regarding problem wi...,report notice,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_9f79c299_100140_4695710-1
t-22/42,Customer,yes please. I really appreciate it. it's a possibility of...,make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_9f79c299_100140_4695710-21
t-2/51,Customer,yes. I need to check my Intellibank checking account bala...,check account balance,Check Account Balance,Check Account Balance,Banking_16bbea3b_100001_2464642-1
t-27/51,Agent,All right sir. And can I interest you in setting up your ...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_16bbea3b_100001_2464642-26
t-33/51,Agent,"Yes sir. I have got your username here, unless you would ...",inquire about online banking | set up/get online banking info,Update Personal Information,Personal Information Update,Banking_16bbea3b_100001_2464642-32
t-2/61,Customer,"Hi, I'm calling to get my account balance.",check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_74a2cd24_100001_4830424-1
t-57/61,Customer,Huh. Now how. I don't have access to to that kind of thin...,inquire about online banking | set up/get online banking info,Update Personal Information,Financial Transactions and Bank Services,Banking_74a2cd24_100001_4830424-56
t-64/80,Customer,"no, if possible, could I update my email with you? That's...",update email,Update Personal Information,Personal Information Update,Banking_5f284ab9_100089_2181211-63
t-4/86,Customer,And I have some account at your bank. And what I need to ...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_4040188d_100017_4173367-3
t-24/62,Customer,I need to check my account balance.,check account balance,Check Account Balance,Check Account Balance,Banking_fb0a09a9_100039_4276108-23
t-28/62,Customer,"yeah, but before you do that can you tell me the last tra...",get transaction history/details | inquire about past transactions,Dispute Transaction,Check Account Balance,Banking_fb0a09a9_100039_4276108-27
t-2/57,Customer,Yes I'm having issues I'm trying to make a wire transfer.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_9603d0e8_100341_3730990-1
t-2/57,Customer,yes. I need to check my account balance of my checking ac...,check account balance,Check Account Balance,Check Account Balance,Banking_ca61f00c_100030_2464642-1
t-9/76,Customer,and I need to check both of my balances.,check account balance,Check Account Balance,Check Account Balance,Banking_63a6eb08_100047_4487984-8
t-52/76,Customer,Could you send me a list of my last ten transactions?,get transaction history/details | inquire about past transactions,Check Account Balance,Financial Transactions and Bank Services,Banking_63a6eb08_100047_4487984-51
t-54/76,Customer,Can you send that to me in the email?,request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_63a6eb08_100047_4487984-53
t-2/47,Customer,Yes my. My. My debit card's been stolen or lost. I cannot...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_59667091_100197_804259-1
t-2/63,Customer,"Hi, Joe. my name is Stephanie. I am calling to just check...",check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_4c160dc3_100023_2626587-1
